publish_date,headline,description
3/23/20,PG&E to Plead Guilty to Involuntary Manslaughter Charges in Deadly California Wildfire,"Company discloses criminal charges related to its role in sparking 2018 Camp Fire that destroyed town of Paradise, Calif. "
3/23/20,"Fed Government Moves to Protect Apartment Owners, Tenants",Economic fallout from coronavirus expected to strain renters and landlords alike 
3/23/20,Apple’s Market Cap Drops Below $1 Trillion,Stock market’s plunge tied to coronavirus pandemic leaves only Microsoft in vaunted club 
3/23/20,Car Carrier Wallenius Wilhelmsen Drops 14 Ships on Tumbling Automotive Demand,Norwegian carrier is first big shipping company to idle and scrap vessels as coronavirus rattles trade
3/23/20,Nothing Is Normal. Here’s a Sports Column Anyway.,A pandemic leads to historic disruption for athletes and everyone else. Be kind to each other. 
3/23/20,U.S. Soccer’s New CEO Has Olympic Connections,"Will Wilson is an alum of Wasserman agency, joining U.S. Olympic & Paralympic chief Sarah Hirshland"
3/23/20,Rapper 50 Cent Urges You to Work Out During Quarantine,"“A lot of people are not making adjustments, so they’re just going to sit home and they’re going to get fat. They’ll get fat.”"
3/23/20,Navigating Your Life During Coronavirus,
3/23/20,"Federal Government Moves to Protect Apartment Owners, Tenants",Economic fallout from coronavirus expected to strain renters and landlords alike 
3/23/20,"SoftBank to Sell $41 Billion in Assets, Signaling End of Buying Spree",Japanese tech giant it would sell assets to prop up its plunging stock price and shore up its debt-laden balance sheet
3/23/20,"U.S. Domestic Passenger Flights Could Virtually Shut Down, Voluntarily or by Government Order","As airlines struggle to keep aircraft flying with minimal passengers, various options are being considered"
3/23/20,"Coronavirus Sparks Hiring Spree for Nearly 500,000 Jobs at Biggest Retailers","While small firms are under pressure to let people go, large sellers of food and other essentials are bulking to meet rising demand "
3/23/20,Detroit Landlord’s Small-Business Survival Plan: Free Rent Until July,"Matt Cullen spent 48 hours on multimillion-dollar rescue package for restaurants, retailers, salons and other tenants in Motown. ‘Standing back and hoping it comes out OK is not an option’ "
3/23/20,Coronavirus Forces Bronx High School to Use Remote Training for Spring Teams,New York City track stars may see final season at Riverdale canceled due to coronavirus 
3/23/20,"Lawmakers Can Narrow Insanity Defense, Supreme Court Rules","The court left open the possibility of a future challenge under the Eighth Amendment, which forbids cruel and unusual punishments"
3/23/20,San Francisco Pension Fund Calls on Companies to Lend Coronavirus Support,"Fund that covers city workers calls on corporations to lend resources, factories and distribution networks to help fight virus "
3/23/20,U.S. Stocks Drop Despite Fed’s Latest Stimulus Move,"Spread of coronavirus, Washington’s delay over economic rescue package continue to rattle markets"
3/23/20,"One Nursing Home, 35 Coronavirus Deaths: Inside the Kirkland Disaster",This account shows how Life Care Center management missed opportunities to launch a more aggressive response
3/23/20,The Joys of Dressing to Work From Home,"Some professionals, thrust into working from home due to the coronavirus, not only continue to dress their best, but they share their outfits on social media as well"
3/23/20,The Joys of Dressing to Work from Home,"Some professionals, thrust into working from home due to the coronavirus, not only continue to dress their best, but they share their outfits on social media as well"
3/23/20,Fed Unveils Major Expansion of Market Intervention,Central bank will begin lending operations to unclog corporate and municipal debt markets 
3/23/20,Coronavirus Emails From Companies May Not Be Calming to Customers,Experts say the onslaught to inboxes can add to anxiety; some customers feel they need to unsubscribe
3/23/20,Twitter Issues Profit Warning as Coronavirus Spread Weighs on Ad Spending,Company warned its financial performance would fall short as the pandemic depresses ad spending
3/23/20,Joe Biden Looks to Build Digital Capabilities Amid Pandemic,"Presidential campaign’s operation, shaken up by the spread of the novel coronavirus, has the candidate  scrapping in-person events, staff working from home "
3/23/20,Barr Strives to Keep Justice Moving Amid Coronavirus Crisis,"Federal courts are reducing operations, prisons are grappling with infections and criminal cases have stalled as prosecutors work from home"
3/23/20,Senate Resumes Talks After Blocking Coronavirus Rescue Package,Impasse turned on Democratic concerns that the legislation would help businesses more than the public
3/23/20,Emily St. John Mandel Takes On a Madoff-Inspired Ponzi Scheme,The author’s last book was about a pandemic; her latest centers on financial collapse
3/23/20,Senate Fails to Advance Coronavirus Rescue Package for Second Day,Impasse turned on Democratic concerns that the legislation would help businesses more than the public
3/23/20,"As IOC Deliberates Olympics’ Fate, Others Expect Delay Until 2021 Due to Coronavirus","As most parties prepare for a Tokyo 2020 delay, U.S. broadcast-rights holder NBCUniversal’s contract may block a postponed Games from happening this fall"
3/23/20,Mortgage Firm Struggles to Meet Margin Calls as Market Turmoil Continues,AG Mortgage Investment examining asset sale amid coronavirus pandemic
3/23/20,"SoftBank to Sell $41 Billion in Assets, Plans Big Share Buyback",Japanese tech giant will spend up to $18 billion for share buybacks
3/23/20,How to Avoid Eating All Day While Coronavirus Keeps Us Working From Home,Top nutritionists suggest creating healthy habits; ‘don’t eat pasta too many days in a row’ 
3/23/20,Woody Allen Finds New Publisher for Memoir After Hachette Cancellation,Arcade Publishing acquires global rights to ‘Apropos of Nothing’ and already published the book
3/23/20,Coronavirus Caps Years of Rich Pay for Many CEOs,"2019 brought another record year of pay for CEOs of big companies, but 2020 is expected to bring a recalibration"
3/23/20,"Coronavirus Outbreaks Could Become Seasonal Woe, Some Researchers Suggest","Several scientists suggest spread of Covid-19 could ease in summer only to return when cool, dry weather returns to Northern Hemisphere"
3/23/20,Can Something Good Come of This? Some Prominent Americans Answer,"Politicians, military leaders and an educator peer into the future to predict how the coronavirus pandemic will change us "
3/23/20,Life After Brady: Options at Quarterback for the Patriots,Tom Brady is gone. How does New England replace him? A look at Bill Belichick’s options.
3/23/20,"Nashville Gets One-Two Punch: First Tornadoes, Now Coronavirus",Some businesses that succeeded at reopening after twisters are forced to close again 
3/23/20,"Supreme Court Rules on Race, Copyright and Deportation","The bench was vacant Monday, as the justices, following guidance for social distancing, issued their decisions remotely"
3/23/20,Companies Race for Cash in Coronavirus Crisis,The pandemic is spurring some of the world’s largest companies to take emergency balance sheet action 
3/23/20,Coronavirus Closes Salons and Amateurs Take Hair Into Their Own Hands,Don’t try this at home becomes break out the scissors—those bangs need a trim; ‘everyone is going to have a bowl cut’
3/23/20,Johnson & Johnson CFO Warns Coronavirus Uncertainty to Make Guidance ‘100% Precisely Wrong’,"Conveying the degree of variability in guidance is important, J&J CFO Joseph Wolk says"
3/23/20,Digital Payments Soar Amid Coronavirus Restrictions,"In Italy, e-commerce transactions have risen 81% since the end of February, McKinsey says"
3/23/20,Grocers Stopped Stockpiling Food. Then Came Coronavirus.,"Supermarkets once kept months of inventory but drastically cut that to save on costs. Facing a shopper rush, they’re now buying all they can get."
3/23/20,These Ads Were Meant to Be Clever. Now They Are Just Tone-Deaf.,"Brands scramble to amend, remove or rework their commercials amid coronavirus crisis; no longer ‘finger lickin’ good’ "
3/23/20,The New Normal for Grocery Runs: Seniors Hours and Trips to Chinatown,"Coronavirus has upended how we shop, as stores enforce social distancing and shoppers get creative"
3/23/20,"As Economic Toll Mounts, Nation Ponders The Trade-Offs",The cost of confronting the pandemic is millions of jobs and trillions in wealth lost to save potentially millions of lives
3/23/20,U.S. Military Raid Freed Woman Held in Honduras,"Victim of violent crime reunited with family, Pentagon says"
3/23/20,Bond ETFs Flash Warning Signs of Growing Mismatch,"ETFs of BlackRock, Vanguard and others traded at large discounts to net asset value in recent days as coronavirus roiled markets"
3/24/20,New York City Hospitals Face New Strain: Not Enough Workers,"Officials are turning to retired doctors, physicians in other specialties and medical students as coronavirus cases grow "
3/24/20,"Bezos, Other Corporate Executives Sold Shares Just in Time","With the pandemic bearing down on the market, sales by insiders spared them $1.9 billion in paper losses, a Journal analysis shows "
3/24/20,"Dow, S&P 500 Rise More Than 6% on Signs of Deal for New Stimulus Bill",Some Wall Street analysts have stepped up discussions on whether the markets have hit bottom
3/24/20,"U.K. Balks at Wholesale Airlines Bailout, Clouding Global Recovery Efforts","As Washington finalizes its own industry response amid the coronavirus crisis, other governments face stark choice amid global meltdown "
