publish_date,headline,description
2020-03-23,"Lawmakers Can Narrow Insanity Defense, Supreme Court Rules","The court left open the possibility of a future challenge under the Eighth Amendment, which forbids cruel and unusual punishments"
2020-03-23,"For Some Adventurers, National Park Trips Become Ultimate Coronavirus Quarantine",Parks are shutting down crowded areas amid concerns about straining resources
2020-03-23,Former Staffers Sue Bloomberg Campaign Over Layoffs,"After launching his White House bid, Mr. Bloomberg said he planned to keep his staff on the payroll in at least six states, even if he wasn’t the Democratic nominee "
2020-03-23,The Joys of Dressing to Work from Home,"Some professionals, thrust into working from home due to the coronavirus, not only continue to dress their best, but they share their outfits on social media as well"
2020-03-23,"Federal Government Moves to Protect Apartment Owners, Tenants",Economic fallout from coronavirus expected to strain renters and landlords alike 
2020-03-23,Nothing Is Normal. Here’s a Sports Column Anyway.,A pandemic leads to historic disruption for athletes and everyone else. Be kind to each other. 
2020-03-23,Selling Homes in the Age of Coronavirus,Real-estate agents reveal how they’re safely showing property amid the pandemic
2020-03-23,"Why Some Men Favor Dresses—Ahem, Nightshirts—Over Pajamas","Most view the nightshirt—once a sleepwear staple—as woefully out of date. But as more men begin working from home, the buttoned-up bedtime look is primed for a night-to-day comeback."
2020-03-23,"SoftBank to Sell $41 Billion in Assets, Signaling End of Buying Spree",Japanese tech giant it would sell assets to prop up its plunging stock price and shore up its debt-laden balance sheet
2020-03-23,"Fed Government Moves to Protect Apartment Owners, Tenants",Economic fallout from coronavirus expected to strain renters and landlords alike 
2020-03-23,New York City Police Step Up Patrols to Enforce Social Distancing,Mayor de Blasio to send plan on preventing gatherings to Gov. Cuomo by end of day
2020-03-23,PG&E to Plead Guilty to Involuntary Manslaughter Charges in Deadly California Wildfire,"Company discloses criminal charges related to its role in sparking 2018 Camp Fire that destroyed town of Paradise, Calif. "
2020-03-23,Apple’s Market Cap Drops Below $1 Trillion,Stock market’s plunge tied to coronavirus pandemic leaves only Microsoft in vaunted club 
2020-03-23,San Francisco Pension Fund Calls on Companies to Lend Coronavirus Support,"Fund that covers city workers calls on corporations to lend resources, factories and distribution networks to help fight virus "
2020-03-23,"U.S. Domestic Passenger Flights Could Virtually Shut Down, Voluntarily or by Government Order","As airlines struggle to keep aircraft flying with minimal passengers, various options are being considered"
2020-03-23,Coronavirus Forces Diplomats to Find New Ways to Seal Peace Deals and Forge Agreements,"
          International diplomacy used to rely on the personal touch, but now negotiators are turning to videoconferencing to keep the world on the same page"
2020-03-23,Car Carrier Wallenius Wilhelmsen Drops 14 Ships on Tumbling Automotive Demand,Norwegian carrier is first big shipping company to idle and scrap vessels as coronavirus rattles trade
2020-03-23,Rapper 50 Cent Urges You to Work Out During Quarantine,"“A lot of people are not making adjustments, so they’re just going to sit home and they’re going to get fat. They’ll get fat.”"
2020-03-23,"One Nursing Home, 35 Coronavirus Deaths: Inside the Kirkland Disaster",This account shows how Life Care Center management missed opportunities to launch a more aggressive response
2020-03-23,Coronavirus Forces Bronx High School to Use Remote Training for Spring Teams,New York City track stars may see final season at Riverdale canceled due to coronavirus 
2020-03-23,Detroit Landlord’s Small-Business Survival Plan: Free Rent Until July,"Matt Cullen spent 48 hours on multimillion-dollar rescue package for restaurants, retailers, salons and other tenants in Motown. ‘Standing back and hoping it comes out OK is not an option’ "
2020-03-23,"Coronavirus Sparks Hiring Spree for Nearly 500,000 Jobs at Biggest Retailers","While small firms are under pressure to let people go, large sellers of food and other essentials are bulking to meet rising demand "
2020-03-23,Countries Roll Out Restrictions to Curb Coronavirus,"As confirmed virus cases surge past 41,500 in U.S., more states impose stay-at-home orders; U.K., South Africa announce lockdowns"
2020-03-23,The Joys of Dressing to Work From Home,"Some professionals, thrust into working from home due to the coronavirus, not only continue to dress their best, but they share their outfits on social media as well"
2020-03-23,U.S. Soccer’s New CEO Has Olympic Connections,"Will Wilson is an alum of Wasserman agency, joining U.S. Olympic & Paralympic chief Sarah Hirshland"
2020-03-23,Pompeo Arrives in Kabul on a Diplomatic Rescue Mission,"He is expected to meet with President Ashraf Ghani and his chief political rival, Abdullah Abdullah"
2020-03-23,"As Economic Toll Mounts, Nation Ponders Trade-Offs","Cost of confronting pandemic is millions of jobs, trillions in wealth lost to save potentially millions of lives"
2020-03-23,Navigating Your Life During Coronavirus,
2020-03-23,"Nashville Gets One-Two Punch: First Tornadoes, Now Coronavirus",Some businesses that succeeded at reopening after twisters are forced to close again 
2020-03-23,Barr Strives to Keep Justice Moving Amid Coronavirus Crisis,"Federal courts are reducing operations, prisons are grappling with infections and criminal cases have stalled as prosecutors work from home"
2020-03-23,U.S. Military Raid Freed Woman Held in Honduras,"Victim of violent crime reunited with family, Pentagon says"
2020-03-23,Companies Race for Cash in Coronavirus Crisis,The pandemic is spurring some of the world’s largest companies to take emergency balance sheet action 
2020-03-23,Grocers Stopped Stockpiling Food. Then Came Coronavirus.,"Supermarkets once kept months of inventory but drastically cut that to save on costs. Facing a shopper rush, they’re now buying all they can get."
2020-03-23,"SoftBank to Sell $41 Billion in Assets, Plans Big Share Buyback",Japanese tech giant will spend up to $18 billion for share buybacks
2020-03-23,Mortgage Firm Struggles to Meet Margin Calls as Market Turmoil Continues,AG Mortgage Investment examining asset sale amid coronavirus pandemic
2020-03-23,Twitter Issues Profit Warning as Coronavirus Spread Weighs on Ad Spending,Company warned its financial performance would fall short as the pandemic depresses ad spending
2020-03-23,"Supreme Court Rules on Race, Copyright and Deportation","The bench was vacant Monday, as the justices, following guidance for social distancing, issued their decisions remotely"
2020-03-23,Emily St. John Mandel Takes On a Madoff-Inspired Ponzi Scheme,The author’s last book was about a pandemic; her latest centers on financial collapse
2020-03-23,Senate Resumes Talks After Blocking Coronavirus Rescue Package,Impasse turned on Democratic concerns that the legislation would help businesses more than the public
2020-03-23,The New Normal for Grocery Runs: Seniors Hours and Trips to Chinatown,"Coronavirus has upended how we shop, as stores enforce social distancing and shoppers get creative"
2020-03-23,Woody Allen Finds New Publisher for Memoir After Hachette Cancellation,Arcade Publishing acquires global rights to ‘Apropos of Nothing’ and already published the book
2020-03-23,Joe Biden Looks to Build Digital Capabilities Amid Pandemic,"Presidential campaign’s operation, shaken up by the spread of the novel coronavirus, has the candidate  scrapping in-person events, staff working from home "
2020-03-23,How to Avoid Eating All Day While Coronavirus Keeps Us Working From Home,Top nutritionists suggest creating healthy habits; ‘don’t eat pasta too many days in a row’ 
2020-03-23,"As Economic Toll Mounts, Nation Ponders The Trade-Offs",The cost of confronting the pandemic is millions of jobs and trillions in wealth lost to save potentially millions of lives
2020-03-23,Coronavirus Closes Salons and Amateurs Take Hair Into Their Own Hands,Don’t try this at home becomes break out the scissors—those bangs need a trim; ‘everyone is going to have a bowl cut’
2020-03-23,"As IOC Deliberates Olympics’ Fate, Others Expect Delay Until 2021 Due to Coronavirus","As most parties prepare for a Tokyo 2020 delay, U.S. broadcast-rights holder NBCUniversal’s contract may block a postponed Games from happening this fall"
2020-03-23,Coronavirus Caps Years of Rich Pay for Many CEOs,"2019 brought another record year of pay for CEOs of big companies, but 2020 is expected to bring a recalibration"
2020-03-23,Life After Brady: Options at Quarterback for the Patriots,Tom Brady is gone. How does New England replace him? A look at Bill Belichick’s options.
2020-03-23,Coronavirus Emails From Companies May Not Be Calming to Customers,Experts say the onslaught to inboxes can add to anxiety; some customers feel they need to unsubscribe
2020-03-23,These Ads Were Meant to Be Clever. Now They Are Just Tone-Deaf.,"Brands scramble to amend, remove or rework their commercials amid coronavirus crisis; no longer ‘finger lickin’ good’ "
2020-03-23,Digital Payments Soar Amid Coronavirus Restrictions,"In Italy, e-commerce transactions have risen 81% since the end of February, McKinsey says"
2020-03-23,Senate Fails to Advance Coronavirus Rescue Package for Second Day,Impasse turned on Democratic concerns that the legislation would help businesses more than the public
